Provider,Service Name,URL,City,Country,Status,IP Version,Hosting Provider,C Number,Airport Code,Airport Code Number,ISP Name,CDN Type,Zone Name,Region,Parent Region,Latitude,Longitude
Google,ggcs,https://peering.google.com/#/infrastructure,London,United Kingdom,Active,,,,,0,,,,,,51.477,-0.461
Google,ggcs,https://peering.google.com/#/infrastructure,,Netherlands,Active,,,,,0,,,,,,52.308,4.764
Google,ggcs,https://peering.google.com/#/infrastructure,Ban Pa Daeng,Thailand,Active,,,,,0,,,,,,19.952,99.883
Google,ggcs,https://peering.google.com/#/infrastructure,Taoyuan City,"Taiwan, Province of China",Active,,,,,0,,,,,,25.078,121.233
Google,ggcs,https://peering.google.com/#/infrastructure,Kaluga,Russian Federation,Active,,,,,0,,,,,,54.549,36.372
Google,ggcs,https://peering.google.com/#/infrastructure,,Kuwait,Active,,,,,0,,,,,,29.227,47.969
Google,ggcs,https://peering.google.com/#/infrastructure,Jaipur Municipal Corporation,India,Active,,,,,0,,,,,,26.824,75.812
Google,ggcs,https://peering.google.com/#/infrastructure,Manchester,United Kingdom,Active,,,,,0,,,,,,53.354,-2.275
Google,ggcs,https://peering.google.com/#/infrastructure,Jeddah,Saudi Arabia,Active,,,,,0,,,,,,21.679,39.157
Google,ggcs,https://peering.google.com/#/infrastructure,Vila Nova da Telha,Portugal,Active,,,,,0,,,,,,41.236,-8.678
Google,ggcs,https://peering.google.com/#/infrastructure,Guatemala City,Guatemala,Active,,,,,0,,,,,,14.584,-90.527
Google,ggcs,https://peering.google.com/#/infrastructure,Araraquara,Brazil,Active,,,,,0,,,,,,-21.812,-48.133
Google,ggcs,https://peering.google.com/#/infrastructure,,Madagascar,Active,,,,,0,,,,,,-18.797,47.479
Google,ggcs,https://peering.google.com/#/infrastructure,,Saudi Arabia,Active,,,,,0,,,,,,24.958,46.699
Google,ggcs,https://peering.google.com/#/infrastructure,Machelen,Belgium,Active,,,,,0,,,,,,50.901,4.484
Google,ggcs,https://peering.google.com/#/infrastructure,Chicago,United States,Active,,,,,0,,,,,,41.979,-87.905
Google,ggcs,https://peering.google.com/#/infrastructure,Ciudad Juárez,Mexico,Active,,,,,0,,,,,,31.636,-106.429
Google,ggcs,https://peering.google.com/#/infrastructure,Busan,"Korea, Republic of",Active,,,,,0,,,,,,35.177,128.942
Google,ggcs,https://peering.google.com/#/infrastructure,Corpus Christi,United States,Active,,,,,0,,,,,,27.77,-97.501
Google,ggcs,https://peering.google.com/#/infrastructure,,Argentina,Active,,,,,0,,,,,,-32.832,-68.793
Google,ggcs,https://peering.google.com/#/infrastructure,Luton,United Kingdom,Active,,,,,0,,,,,,51.875,-0.368
Google,ggcs,https://peering.google.com/#/infrastructure,Udon Thani,Thailand,Active,,,,,0,,,,,,17.386,102.788
Google,ggcs,https://peering.google.com/#/infrastructure,Los Angeles,United States,Active,,,,,0,,,,,,33.783,-118.25
Google,ggcs,https://peering.google.com/#/infrastructure,Lampang,Thailand,Active,,,,,0,,,,,,18.272,99.504
